SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
UL NA,Unibail-Rodamco Se,Yes,O,29,,,,,31,12,,"25,494","25,493","131,250,687.61",0.00,9.8,,,Alaina Anderson,,
WKP LN,Workspace Group Plc,,O,30,,,,,7,28,,"1,901","1,365","3,510,496.71",0.00,25.7,,,Alaina Anderson,,
BYG LN,Big Yellow Group Plc,,O,32,,,,,15,14,,"1,546","1,422","4,359,960.61",0.00,24.2,,,Alaina Anderson,,
HUFVA SS,Hufvudstaden Ab,,O,36,,,,,59,26,,"3,710","1,806","6,388,857.33",0.00,12.7,,,Alaina Anderson,,
SGRO LN,Segro Plc,,O,38,,,,,50,34,,"6,908","6,742","28,414,385.19",0.00,30.8,,,Alaina Anderson,,
3283 JP,Nippon Prologis Reit Inc,Yes,O,40,,,,,,17,,"4,353","3,731","15,495,361.01",0.00,4.9,,,Alaina Anderson,,
CAR-U CN,Canadian Apartment Properties Reit,,O,41,,,,,42,67,,"3,649","3,582","10,630,631.77",0.00,-2.4,,,Alaina Anderson,,
3281 JP,Glp J-Reit,,O,53,,,,,,11,,"3,111","2,680","7,078,622.74",0.00,-4.2,,,Alaina Anderson,,
ETLN LI,Etalon Group Ltd,,O,55,,,,,20,61,,"1,023","1,023","4,014,933.00",0.00,10.5,,,Alaina Anderson,,
PARAUCO CI,Parque Arauco Sa,,O,61,,,,,56,37,,"2,364","1,634","2,991,570.02",0.00,17.2,,,Bryan Shea,,
CPN TB,Central Pattana Pcl,,O,61,,,,,36,16,,"8,999","4,554","10,341,123.46",0.00,31.2,,,Alaina Anderson,,
PLD,Prologis Inc,Yes,O,68,,,,,15,83,,"32,965","32,692","144,897,248.00",0.00,18.5,,,Alaina Anderson,,
8801 JP,Mitsui Fudosan Co Ltd,,O,71,,,,,71,20,,"21,493","19,928","67,772,021.66",0.00,0.1,,,Alaina Anderson,,
8876 JP,Relo Group Inc,,O,71,,,,,40,7,,"3,124","2,148","10,091,200.36",0.00,42.5,,,Alaina Anderson,,
OBER IN,Oberoi Realty Ltd,,O,77,,,,,2,82,,"1,959",539,"1,390,280.83",0.00,40.3,,,Bryan Shea,,
IGTA3 BZ,Iguatemi Empresa De Shopping Centers Sa,,O,86,,,,,25,68,,"2,054","1,007","11,262,323.44",0.00,45.3,,,Alaina Anderson,,
BRML3 BZ,Br Malls Participacoes Sa,Yes,O,95,,,,,23,56,,"3,632","3,655","21,444,183.51",0.00,30.8,,,Alaina Anderson,,
MULT3 BZ,Multiplan Empreendimentos Imobiliarios Sa,,O,95,,,,,31,59,,"4,523","2,041","15,777,535.79",0.00,29.2,,,Alaina Anderson,,
PHNX IN,Phoenix Mills Ltd/the,,O,96,,,,,,81,,"1,252",428,"945,756.58",0.00,38.5,,,Bryan Shea,,
,,,,32,,,,,47,30,,,,,,20.2,,,,,
MTELEKOM HB,Magyar Telekom Telecommunications Plc,,O,2,,,,,78,36,,"1,905",776,"1,355,780.87",0.00,11.5,,,Greg Scolaro,,
SAFCOM KN,Safaricom Ltd,Yes,O,15,,,,,34,20,,"9,378","2,350","3,097,651.54",0.00,26.1,,,Drew Buckley,,
9433 JP,Kddi Corp,Yes,O,17,,,,,46,2,,"68,918","46,288","143,984,837.54",0.00,5.3,,,William Benton,,
KPN NA,Koninklijke Kpn Nv,,O,22,,,,,31,32,,"15,349","12,103","86,595,451.83",0.00,26.7,,,William Benton,,
RCI/B CN,Rogers Communications Inc,Yes,O,23,,,,,41,14,,"26,352","18,439","73,641,676.84",0.00,16.8,,,William Benton,,
TLKM IJ,Telekomunikasi Indonesia Persero Tbk Pt,Yes,O,24,,,,,19,13,,"35,939","17,539","28,524,430.90",0.00,22.6,,,William Benton,,
DTE GR,Deutsche Telekom Ag,Yes,O,27,,,,,41,48,,"86,769","59,678","315,445,980.27",0.00,9.7,,,William Benton,,
VOD LN,Vodafone Group Plc,,O,29,,,,,69,65,,"76,151","76,098","260,781,428.99",0.00,21.7,,,William Benton,,
ST SP,Singapore Telecommunications Ltd,Yes,O,37,,,,,60,14,,"45,271","22,661","57,110,281.26",0.00,16.7,,,William Benton,,
TDC MK,Time Dotcom Bhd,,O,50,,,,,40,59,,"1,293",562,"1,210,104.25",0.00,30.7,,,Greg Scolaro,,
BHIN IN,Bharti Infratel Ltd,Yes,O,52,,,,,42,11,,"11,038","2,551","24,354,043.68",0.00,30.2,,,William Benton,,
9984 JP,Softbank Group Corp,Yes,O,84,,,,,63,50,,"86,940","66,802","548,755,956.67",0.00,24.5,,,William Benton,,
,,,,37,,,,,40,47,,,,,,30.8,,,,,
ENEL IM,Enel Spa,,O,13,,,,,32,26,,"60,269","46,054","308,665,980.03",0.00,33.3,,,Alaina Anderson,,
SBSP3 BZ,Cia De Saneamento Basico Do Estado De Sao Paulo,Yes,O,14,,,,,59,28,,"6,580","3,282","15,955,567.13",0.00,26.8,,,Alaina Anderson,,
RUI FP,Rubis Sca,,O,15,,,,,38,31,,"6,082","5,457","17,586,299.32",0.00,44.1,,,Taylor Cope,,
MAHGL IN,Mahanagar Gas Ltd,,O,19,,,,,34,21,,"1,598",399,"3,399,612.68",0.00,33.6,,,Greg Scolaro,,
EGIE3 BZ,Engie Brasil Energia Sa,Yes,O,26,,,,,59,40,,"7,104","2,220","9,937,616.59",0.00,5.0,,,Alaina Anderson,,
VIE FP,Veolia Environnement Sa,,O,31,,,,,39,70,,"12,861","10,713","78,018,761.48",0.00,34.5,,,Alaina Anderson,,
IGL IN,Indraprastha Gas Ltd,,O,35,,,,,32,30,,"2,781","1,284","7,206,427.81",0.00,37.1,,,Alaina Anderson,,
EQTL3 BZ,Equatorial Energia Sa,Yes,O,68,,,,,8,82,,"3,764","3,783","20,491,883.28",0.00,8.9,,,Alaina Anderson,,
IENOVA* MM,Infraestructura Energetica Nova Sab De Cv,Yes,O,73,,,,,62,47,,"8,366","2,813","9,874,749.50",0.00,27.3,,,Alaina Anderson,,
PAMP AR,Pampa Energia Sa,,O,76,,,,,,93,,"4,628","3,004","2,551,144.59",0.00,57.1,,,Alaina Anderson,,
