SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
8331 JP,Chiba Bank Ltd/the,0.03,,,41,58,28,51,31,81,25,,"5,982","5,011",21.67,0,18.5,10.7,,,,
HSBA LN,Hsbc Holdings Plc,1.17,Yes,N,41,79,31,20,8,83,50,,"190,652","190,602",323.91,0,24.7,13.1,,Joel Gomberg,,
8421 JP,Shinkin Central Bk Non-Cum Prf Npv,0.01,,,42,72,12,,47,60,,,"10,147","1,522",0.11,0,8.3,,,,,
HL/ LN,Hargreaves Lansdown Plc,0.03,Yes,N,42,1,91,21,39,36,22,,"8,193","4,205",25.42,0,18.2,24.2,,D.J. Neiman,,
BKT SM,Bankinter Sa,0.04,Yes,O,42,60,41,56,4,73,33,,"8,461","6,037",36.52,0,26.9,14.0,,Joel Gomberg,,
CE IM,Credito Emiliano Spa,0.00,,,43,84,30,26,2,25,52,,"2,828",654,1.70,0,43.6,12.5,,,,
SGKN SW,St Galler Kantonalbank A-Reg,0.01,,,43,80,32,20,7,84,12,,"2,446","1,086",0.76,0,18.6,15.5,,,,
8334 JP,Gunma Bank Ltd/the,0.02,,,43,74,23,29,39,95,56,,"2,692","2,198",9.18,0,8.3,10.0,,,,
1299 HK,Aia Group Ltd,0.56,Yes,O,43,26,93,16,21,18,38,,"90,561","90,496",127.15,0,36.6,17.4,,Joel Gomberg,,
AGS BB,Ageas,0.06,,,44,90,4,49,23,24,44,,"9,713","9,194",54.31,0,19.9,10.4,,,,
8593 JP,Mitsubishi Ufj Lease & Finan,0.01,,,44,65,10,73,56,75,5,,"4,519","3,308",8.24,0,3.7,8.2,,,,
BKIA SM,Bankia Sa,0.03,,,47,80,18,54,8,71,41,,"13,873","4,503",49.27,0,27.8,13.5,,,,
PTM AU,Platinum Asset Management,0.01,,N,47,1,65,70,68,96,43,,"2,506",960,5.95,0,17.8,20.0,,Daniel Hill,,
OML LN,Old Mutual Plc,0.08,,,48,70,23,45,44,65,47,,"12,994","12,990",25.24,0,1.3,9.4,,,,
7181 JP,Japan Post Insurance Co Ltd,0.01,,,49,68,35,29,54,67,11,,"13,030","1,390",6.93,0,4.7,15.7,,,,
UBSG VX,Ubs Group Ag-Reg,0.36,,O,49,81,30,23,22,72,42,,"64,235","61,930",328.30,0,15.1,10.7,,Joel Gomberg,,
RSA LN,Rsa Insurance Group Plc,0.05,,,51,84,34,36,2,56,50,,"8,604","8,603",23.78,0,20.1,12.7,,,,
8355 JP,Shizuoka Bank Ltd/the,0.03,,,51,72,26,43,48,24,18,,"5,419","4,453",14.27,0,8.5,12.0,,,,
LSE LN,London Stock Exchange Group,0.10,Yes,N,51,30,99,13,3,25,13,,"17,663","17,632",57.28,0,38.3,23.2,,Daniel Hill,,
8585 JP,Orient Corp,0.01,,,52,44,31,72,83,56,31,,"2,805",853,5.63,0,-4.4,8.6,,,,
X CN,Tmx Group Ltd,0.02,,,53,73,39,25,51,71,10,,"2,950","2,915",6.15,0,-12.3,13.3,,,,
8379 JP,Hiroshima Bank Ltd/the,0.01,,N,53,59,22,71,70,95,35,,"2,523","2,177",5.84,0,-7.7,11.5,,Daniel Hill,,
ACKB BB,Ackermans & Van Haaren,0.02,,,54,51,80,50,1,32,38,,"5,960","3,939",8.73,0,29.9,15.4,,,,
7186 JP,Concordia Financial Group Lt,0.03,,,56,67,32,51,62,99,9,,"6,136","5,722",19.01,0,5.8,10.2,,,,
CBK GR,Commerzbank Ag,0.08,,,56,94,39,16,1,24,91,,"15,804","12,642",144.30,0,71.1,15.6,,,,
BPE IM,Bper Banca,0.02,,,56,85,8,71,36,20,82,,"2,673","2,536",50.97,0,4.9,9.2,,,,
BARC LN,Barclays Plc,0.26,,N,56,83,11,66,33,24,66,,"42,034","42,009",165.49,0,-1.7,8.9,,Joel Gomberg,,
BCP PL,Banco Comercial Portugues-R,0.01,,,57,87,22,37,21,89,97,,"4,041","2,449",20.55,0,45.6,8.8,,,,
8795 JP,T&d Holdings Inc,0.05,,,57,45,34,92,41,72,49,,"9,497","7,740",45.42,0,12.5,11.5,,,,
388 HK,Hong Kong Exchanges & Clear,0.20,,N,57,3,98,19,49,57,31,,"32,607","30,818",177.56,0,20.8,32.3,,Daniel Hill,,
8439 JP,Tokyo Century Corp,0.01,,O,58,47,48,81,36,63,23,,"4,586","1,914",6.37,0,22.8,9.8,,Daniel Hill,,
1788 HK,Guotai Junan International,0.00,,N,59,57,47,41,84,10,66,,"2,190",742,7.94,0,1.1,11.8,,Daniel Hill,,
SGX SP,Singapore Exchange Ltd,0.03,,,60,1,80,83,60,79,22,,"5,847","4,191",9.25,0,14.4,20.2,,,,
MFG AU,Magellan Financial Group Ltd,0.02,,N,60,1,68,96,33,37,30,,"3,371","2,605",10.75,0,24.9,16.7,,Daniel Hill,,
8601 JP,Daiwa Securities Group Inc,0.06,,N,60,64,18,84,71,95,61,Yes,"9,451","9,016",43.61,0,-4.6,9.7,,Joel Gomberg,,
STJ LN,St James's Place Plc,0.05,Yes,O,62,18,96,85,2,8,44,,"7,968","7,899",31.57,0,29.3,23.4,,D.J. Neiman,,
CGF AU,Challenger Ltd,0.03,,O,63,37,56,97,11,65,48,,"5,971","5,305",24.03,0,27.8,16.6,,D.J. Neiman,,
8697 JP,Japan Exchange Group Inc,0.06,,N,63,10,97,48,42,76,20,,"9,436","9,143",25.89,0,29.7,23.6,,Daniel Hill,,
6178 JP,Japan Post Holdings Co Ltd,0.03,,,64,93,17,24,60,,37,,"55,672","5,538",21.63,0,2.4,13.6,,,,
KBCA BB,Kbc Ancora,0.01,,,64,89,32,,6,19,,,"4,219","1,851",2.48,0,31.6,16.9,,,,
GRKP SW,Graubuendner Kantonalbank-Pc,0.00,,,64,68,81,13,39,63,23,,"3,959",184,0.21,0,15.2,21.2,,,,
8369 JP,Bank Of Kyoto Ltd/the,0.02,,,64,81,62,19,23,95,47,,"3,464","2,939",12.35,0,30.3,24.3,,,,
EMG LN,Man Group Plc,0.02,,N,65,90,33,51,4,25,55,,"3,547","3,498",14.86,0,42.7,11.0,,Daniel Hill,,
QBE AU,Qbe Insurance Group Ltd,0.07,,,66,83,18,79,36,84,64,,"11,658","11,620",62.01,0,7.8,11.8,,,,
SUN AU,Suncorp Group Ltd,0.08,,,66,73,15,97,19,75,34,,"12,984","12,965",58.35,0,21.3,13.0,,,,
8604 JP,Nomura Holdings Inc,0.12,,N,66,83,24,55,59,84,75,,"21,861","19,916",98.10,0,0.7,8.7,,Joel Gomberg,,
STAN LN,Standard Chartered Plc,0.16,,N,66,81,30,74,14,27,61,,"32,303","32,265",105.32,0,32.3,12.8,,Joel Gomberg,,
LUKN SW,Luzerner Kantonalbank Ag-Reg,0.01,,,67,59,75,65,9,75,1,,"3,858","1,471",0.43,0,16.9,19.8,,,,
UNI IM,Unipol Gruppo Finanziario Sp,0.01,,,69,96,19,60,4,63,89,,"3,145","1,727",11.32,0,33.0,8.7,,,,
GBLB BB,Groupe Bruxelles Lambert Sa,0.05,,,69,83,40,68,12,77,81,,"16,800","7,114",13.59,0,23.2,20.9,,,,
EXO IM,Exor Nv,0.04,,,70,85,58,45,5,21,87,,"15,177","6,717",19.79,0,,9.0,,,,
DBK GR,Deutsche Bank Ag-Registered,0.21,,,70,95,10,71,25,45,89,,"33,686","28,207",322.11,0,26.1,9.0,,,,
8303 JP,Shinsei Bank Ltd,0.02,,,71,64,33,91,58,85,58,,"4,439","4,053",19.59,0,-3.0,8.3,,,,
8354 JP,Fukuoka Financial Group Inc,0.02,,,71,96,21,24,43,87,49,,"3,745","3,429",17.14,0,6.7,8.4,,,,
BAM/A CN,Brookfield Asset Manage-Cl A,0.20,Yes,O,71,61,74,59,35,66,52,,"38,759","30,288",62.90,0,1.2,36.2,,Joel Gomberg,,
665 HK,Haitong International Securi,0.01,,,77,82,29,81,78,23,68,,"3,199","1,246",9.70,0,1.7,9.0,,,,
AMP AU,Amp Ltd,0.07,,,78,81,41,81,55,36,27,,"11,431","11,155",43.19,0,21.8,13.7,,,,
UBI IM,Ubi Banca Spa,0.03,,,78,98,18,74,4,78,87,,"5,286","4,784",53.09,0,86.6,12.0,,,,
UCG IM,Unicredit Spa,0.28,,,79,99,23,48,5,93,89,,"45,513","43,199",470.31,0,36.2,11.7,,,,
8729 JP,Sony Financial Holdings Inc,0.02,,,80,61,59,97,40,77,43,Yes,"7,129","2,534",24.18,0,13.2,16.5,,,,
142 HK,First Pacific Co,0.01,,,80,89,37,68,62,72,64,,"3,373","1,800",1.96,0,7.0,10.2,,,,
8382 JP,Chugoku Bank Ltd/the,0.01,,,81,78,54,84,52,96,47,,"2,647","2,139",5.68,0,1.5,15.0,,,,
23 HK,Bank Of East Asia Ltd,0.03,,,82,67,76,80,53,43,57,,"11,625","9,068",5.40,0,12.8,18.9,,,,
CSGN VX,Credit Suisse Group Ag-Reg,0.23,,N,82,94,30,79,33,99,78,,"38,013","35,805",350.55,0,17.9,11.1,,Joel Gomberg,,
FFH CN,Fairfax Financial Hldgs Ltd,0.08,,,86,99,48,10,82,,93,,"16,610","15,589",64.34,0,-13.9,12.3,,,,
PHNX LN,Phoenix Group Holdings,0.02,,,89,94,44,96,21,100,91,,"3,886","3,876",9.74,0,13.3,20.9,,,,
8572 JP,Acom Co Ltd,0.01,,,90,91,39,93,79,39,,Yes,"6,617","1,299",16.23,0,-0.2,9.8,,,,
RATOB SS,Ratos Ab-B Shs,0.01,,,91,94,51,88,61,97,91,Yes,"1,631","1,065",3.87,0,3.5,15.4,,,,
ECN CN,Ecn Capital Corp,0.01,,,93,96,52,95,36,70,86,,"1,169","1,109",7.92,0,12.1,15.9,,,,
806 HK,Value Partners Group Ltd,0.01,,,94,67,97,89,64,4,79,Yes,"1,625",849,6.06,0,18.7,16.2,,,,
1031 HK,Kingston Financial Group Ltd,0.01,,,94,69,100,,89,57,,,"5,254","1,768",2.78,0,-19.7,,,,,
MTRO LN,Metro Bank Plc,0.02,,O,94,87,97,82,9,,76,,"3,949","2,986",9.17,0,35.4,50.7,,D.J. Neiman,,
EFN CN,Element Fleet Management Cor,0.02,,,95,98,34,92,85,51,69,Yes,"2,873","2,831",35.30,0,-28.2,9.9,,,,
ONEX CN,Onex Corporation,0.04,,,97,98,99,21,19,,,,"7,802","6,499",12.90,0,1.3,197.1,,,,
MF FP,Wendel,0.03,,,99,98,96,88,7,79,,,"7,182","4,254",8.87,0,26.6,18.5,,,,
,,,,,51,37,61,53,51,58,33,,,,,,19,,,,,
IDIA SW,Idorsia Ltd,0.01,,,,,,,,,,,"2,123","1,127",,,28.8,-7.0,,,,
TUB BB,Financiere De Tubize,0.01,,,,38,,,47,,,,"3,000","1,633",0.46,0,14.4,,,,,
GLPG NA,Galapagos Nv,0.02,,,,,,,,,,,"4,539","3,422",,,,,,,,
TARO,Taro Pharmaceutical Indus,0.01,,,10,9,15,44,66,,22,,"4,179","1,136",11.09,0,10.1,12.8,,,,
ICLR,Icon Plc,0.04,,O,11,7,52,9,35,50,15,,"5,771","5,658",34.12,0,36.8,18.2,,Kwesi Smith,,
4503 JP,Astellas Pharma Inc,0.16,Yes,N,15,11,15,38,97,89,29,,"26,278","25,918",89.80,0,-9.4,14.2,,Tommy Sternberg,,
4521 JP,Kaken Pharmaceutical Co Ltd,0.01,,,18,22,16,67,76,87,43,,"2,523","1,822",8.25,0,2.2,12.6,,,,
REC IM,Recordati Spa,0.03,,O,18,14,73,13,17,43,17,,"8,660","4,092",40.76,0,49.2,23.4,,Kwesi Smith,,
INDV LN,Indivior Plc,0.02,Yes,N,19,6,41,31,72,69,68,,"3,821","3,619",15.97,0,32.0,13.7,,Richard Reznick,,
JAZZ,Jazz Pharmaceuticals Plc,0.05,,,20,24,41,44,34,41,16,,"8,800","8,530",73.19,0,43.8,11.4,,,,
SAN FP,Sanofi,0.64,,N,21,34,24,57,26,82,2,,"122,012","108,642",374.80,0,22.0,13.7,,Tommy Sternberg,,
4507 JP,Shionogi & Co Ltd,0.09,Yes,O,22,12,63,27,36,48,45,,"17,000","16,092",63.18,0,12.5,16.7,,Tommy Sternberg,,
NOVN VX,Novartis Ag-Reg,1.21,Yes,N,22,22,49,36,48,82,12,,"218,455","201,630",675.61,0,19.8,16.0,,Tommy Sternberg,,
2784 JP,Alfresa Holdings Corp,0.02,,,26,67,12,17,63,87,57,,"4,380","3,397",9.50,0,12.5,14.0,,,,
LUN DC,H Lundbeck A/s,0.02,,N,26,16,84,16,19,16,77,,"12,297","3,772",48.93,0,44.6,23.8,,Kwesi Smith,,
SN/ LN,Smith & Nephew Plc,0.10,Yes,N,27,23,61,35,39,74,10,,"15,496","15,479",76.49,0,16.5,18.9,,Tommy Sternberg,,
GN DC,Gn Store Nord A/s,0.03,,N,27,6,61,59,12,39,39,,"4,922","4,646",24.66,0,45.7,20.8,,Kwesi Smith,,
FME GR,Fresenius Medical Care Ag &,0.12,Yes,N,27,47,47,11,47,38,17,,"28,960","20,090",92.81,0,12.5,18.1,,Tommy Sternberg,,
GSK LN,Glaxosmithkline Plc,0.58,Yes,N,28,5,31,77,62,85,18,,"95,467","95,438",282.58,0,5.9,,,Tommy Sternberg,,
BAYN GR,Bayer Ag-Reg,0.65,Yes,N,28,26,25,86,31,66,13,,"105,512","105,569",452.38,0,23.9,13.4,,Tommy Sternberg,,
SOON VX,Sonova Holding Ag-Reg,0.05,Yes,N,28,16,69,38,27,59,12,,"11,133","8,452",71.79,0,34.6,22.5,,Kwesi Smith,,
ROG VX,Roche Holding Ag-Genusschein,1.09,Yes,N,31,2,35,81,55,81,13,,"217,801","176,816",680.29,0,12.9,14.7,,Tommy Sternberg,,
RO SW,Roche Holding Ag-Br,0.04,Yes,N,31,2,35,81,55,81,13,,"217,801","6,763",680.29,0,12.9,14.7,,Tommy Sternberg,,
WDH DC,William Demant Holding,0.02,,N,32,18,80,30,21,43,22,,"6,931","2,660",24.10,0,50.4,21.8,,Kwesi Smith,,
AZN LN,Astrazeneca Plc,0.45,Yes,O,34,34,37,59,49,91,36,,"72,800","72,792",257.54,0,10.8,15.6,,Tommy Sternberg,,
SAZ GR,Stada Arzneimittel Ag,0.04,,N,36,31,63,43,24,57,15,,"5,804","5,137",60.03,0,48.6,22.3,,Richard Reznick,,
LONN VX,Lonza Group Ag-Reg,0.11,Yes,O,37,39,81,9,25,42,45,,"18,036","17,956",162.32,0,50.6,20.2,,Tommy Sternberg,,
ORNBV FH,Orion Oyj-Class B,0.03,,,40,4,77,53,30,86,6,,"6,879","4,746",17.02,0,16.3,23.2,,,,
ORNAV FH,Orion Oyj-Class A,0.01,,,40,4,77,53,30,86,6,,"6,879",644,17.02,0,16.3,23.2,,,,
NOVOB DC,Novo Nordisk A/s-B,0.50,Yes,O,40,1,49,77,67,63,17,,"114,326","80,870",243.45,0,18.2,17.4,,Tommy Sternberg,,
7459 JP,Medipal Holdings Corp,0.02,,,41,55,24,58,39,83,37,,"4,268","2,743",9.08,0,16.1,14.3,,,,
7741 JP,Hoya Corp,0.13,Yes,O,41,11,80,59,16,62,32,,"22,384","21,725",54.77,0,34.4,22.2,,Tommy Sternberg,,
SHP LN,Shire Plc,0.26,Yes,N,41,21,32,88,83,58,19,,"43,468","43,465",279.56,0,-3.0,,,Tommy Sternberg,,
VRX CN,Valeant Pharmaceuticals Inte,0.03,,,43,70,7,57,82,90,81,,"5,013","4,411",273.93,0,16.0,4.1,,,,
DIA IM,Diasorin Spa,0.01,,O,44,2,91,35,21,50,6,,"4,716","2,024",9.38,0,46.3,26.0,,Richard Reznick,,
UCB BB,Ucb Sa,0.05,,N,45,59,35,24,77,41,44,,"13,242","8,077",55.90,0,12.3,13.5,,Tommy Sternberg,,
4506 JP,Sumitomo Dainippon Pharma Co,0.01,,N,45,68,27,12,94,77,55,,"5,215","2,093",20.22,0,-21.7,14.9,,Kwesi Smith,,
4508 JP,Mitsubishi Tanabe Pharma,0.03,,N,46,59,43,39,27,89,37,,"13,443","5,615",24.46,0,23.8,19.8,,Tommy Sternberg,,
IPN FP,Ipsen,0.03,,O,46,25,87,53,7,28,49,,"11,125","4,651",44.71,0,74.5,22.6,,Kwesi Smith,,
4502 JP,Takeda Pharmaceutical Co Ltd,0.25,,N,47,81,51,4,23,69,74,,"42,732","40,971",98.73,0,24.8,33.0,,Quant Intl,,
GETIB SS,Getinge Ab-B Shs,0.02,,N,48,54,17,79,64,71,44,,"4,172","3,242",30.89,0,8.7,11.9,,Kwesi Smith,,
4568 JP,Daiichi Sankyo Co Ltd,0.08,,N,49,55,41,34,75,70,48,,"14,897","13,071",42.70,0,8.1,24.7,,Tommy Sternberg,,
4555 JP,Sawai Pharmaceutical Co Ltd,0.01,Yes,N,49,51,30,47,88,65,43,,"2,051","1,711",10.97,0,4.5,11.4,,Richard Reznick,,
DIM FP,Sartorius Stedim Biotech,0.01,Yes,O,50,26,91,19,61,49,14,,"6,784","1,021",6.51,0,13.2,26.9,,Kwesi Smith,,
STMN SW,Straumann Holding Ag-Reg,0.04,Yes,O,52,14,99,17,9,41,36,,"9,882","5,877",65.68,0,43.5,35.2,,Kwesi Smith,,
LIFCOB SS,Lifco Ab-B Shs,0.01,,,54,38,75,42,44,54,14,,"3,042","1,135",2.02,0,31.7,19.5,,,,
COH AU,Cochlear Ltd,0.04,Yes,O,54,4,92,38,51,53,6,,"7,045","7,003",26.47,0,32.8,31.5,,Kwesi Smith,,
4516 JP,Nippon Shinyaku Co Ltd,0.02,,N,54,32,88,37,30,27,50,,"4,652","4,062",10.46,0,29.1,26.3,,Richard Reznick,,
MRK GR,Merck Kgaa,0.09,,N,55,30,55,83,62,75,16,Yes,"47,109","14,001",96.74,0,5.7,14.4,,Tommy Sternberg,,
RHC AU,Ramsay Health Care Ltd,0.05,Yes,O,55,24,76,60,80,40,3,,"11,821","7,386",19.36,0,17.2,25.2,,Tommy Sternberg,,
SOBI SS,Swedish Orphan Biovitrum Ab,0.02,,N,55,53,67,34,34,28,66,,"4,147","2,118",13.95,0,28.5,16.2,,Kwesi Smith,,
FPH NZ,Fisher & Paykel Healthcare C,0.03,,O,55,4,87,60,46,45,10,,"4,787","4,762",8.28,0,40.6,30.0,,Richard Reznick,,
BTG LN,Btg Plc,0.02,,N,56,45,67,45,56,22,68,,"3,333","2,942",9.94,0,17.4,19.8,,Kwesi Smith,,
4151 JP,Kyowa Hakko Kirin Co Ltd,0.03,,N,57,55,75,26,35,33,34,,"10,008","4,446",20.94,0,26.4,41.7,,Tommy Sternberg,,
FRE GR,Fresenius Se & Co Kgaa,0.21,Yes,O,59,45,59,72,43,43,15,,"46,375","34,194",154.28,0,9.2,19.3,,Tommy Sternberg,,
EI FP,Essilor International,0.16,Yes,N,60,27,71,84,50,70,7,,"27,129","25,632",120.54,0,17.2,24.3,,Tommy Sternberg,,
BIM FP,Biomerieux,0.02,,O,61,30,92,63,8,45,11,,"8,987","3,189",13.36,0,47.0,30.1,,Kwesi Smith,,
9987 JP,Suzuken Co Ltd,0.02,,,62,71,22,76,61,95,78,,"3,639","2,329",8.50,0,2.0,23.7,,,,
7733 JP,Olympus Corp,0.06,,N,62,44,68,66,50,87,53,,"11,958","10,174",41.39,0,5.7,20.4,,Tommy Sternberg,,
COLOB DC,Coloplast-B,0.07,Yes,N,63,5,83,89,39,69,10,,"17,738","11,300",43.92,0,26.4,25.8,,Tommy Sternberg,,
AFX GR,Carl Zeiss Meditec Ag - Br,0.01,,O,63,43,85,61,9,59,6,,"4,521","1,846",8.55,0,44.4,29.2,,Kwesi Smith,,
4581 JP,Taisho Pharmaceutical Holdin,0.02,,,65,56,37,57,98,90,4,,"6,820","2,898",9.82,0,-8.9,26.4,,,,
EKTAB SS,Elekta Ab-B Shs,0.02,Yes,N,65,30,75,86,56,30,54,,"3,976","3,369",30.19,0,9.0,22.2,,Kwesi Smith,,
TEVA IT,Teva Pharmaceutical Ind Ltd,0.09,Yes,N,65,71,4,98,88,93,63,Yes,"16,917","15,246",362.73,0,-9.2,4.0,,Tommy Sternberg,,
ERF FP,Eurofins Scientific,0.03,Yes,O,66,50,95,15,30,49,27,,"9,747","6,075",15.82,0,29.7,33.6,,Kwesi Smith,,
4519 JP,Chugai Pharmaceutical Co Ltd,0.05,,N,66,50,88,35,31,45,12,,"21,969","8,129",35.50,0,40.7,31.2,,Tommy Sternberg,,
ANN AU,Ansell Ltd,0.02,,N,66,54,36,86,78,80,46,Yes,"2,536","2,464",14.81,0,1.3,15.8,,Richard Reznick,,
VIFN VX,Vifor Pharma Ag,0.03,,N,67,46,77,47,75,98,92,,"6,531","4,599",32.61,0,-4.4,50.4,,Kwesi Smith,,
4536 JP,Santen Pharmaceutical Co Ltd,0.03,Yes,N,68,52,71,57,65,60,27,,"6,251","5,650",20.07,0,15.3,22.2,,Kwesi Smith,,
CSL AU,Csl Ltd,0.28,Yes,O,68,17,89,87,50,63,8,,"45,902","45,775",118.56,0,39.6,25.1,,Tommy Sternberg,,
2413 JP,M3 Inc,0.03,Yes,N,69,8,97,47,76,44,6,,"8,446","5,300",32.57,0,7.8,38.4,,Kwesi Smith,,
4530 JP,Hisamitsu Pharmaceutical Co,0.02,,N,69,39,63,82,83,93,26,,"4,351","3,164",6.17,0,-5.0,25.5,,Kwesi Smith,,
4578 JP,Otsuka Holdings Co Ltd,0.11,,N,70,58,62,59,79,65,41,,"22,801","16,264",54.65,0,1.4,22.5,,Tommy Sternberg,,
4543 JP,Terumo Corp,0.07,Yes,N,70,66,75,28,66,68,18,,"14,436","12,571",39.93,0,4.0,23.8,,Tommy Sternberg,,
7747 JP,Asahi Intecc Co Ltd,0.01,,O,73,17,97,69,58,38,28,,"3,152","2,152",9.34,0,11.1,30.8,,Richard Reznick,,
RYM NZ,Ryman Healthcare Ltd,0.02,Yes,N,73,31,93,53,83,46,7,,"3,359","2,643",5.33,0,17.6,20.8,,Richard Reznick,,
6869 JP,Sysmex Corp,0.05,Yes,N,73,14,89,88,84,61,14,,"12,573","8,992",38.60,0,-0.8,29.3,,Tommy Sternberg,,
GRF SM,Grifols Sa,0.06,Yes,N,73,62,66,77,31,61,26,,"17,225","8,167",41.84,0,38.1,20.4,,Tommy Sternberg,,
GRF/P SM,Grifols Sa Eur0.05 (B) Post Cons,0.03,Yes,N,73,62,66,77,31,61,26,,"17,225","5,353",41.84,0,38.1,20.4,,Tommy Sternberg,,
SHL AU,Sonic Healthcare Ltd,0.05,,N,74,48,58,93,64,70,11,Yes,"7,329","6,811",20.63,0,17.1,17.9,,Kwesi Smith,,
4523 JP,Eisai Co Ltd,0.08,,,77,47,81,66,88,88,43,,"15,108","13,888",37.87,0,-6.1,43.9,,,,
RHK GR,Rhoen-Klinikum Ag,0.01,,N,77,67,67,68,65,91,84,,"2,207",655,5.15,0,15.0,41.3,,Richard Reznick,,
4528 JP,Ono Pharmaceutical Co Ltd,0.06,,N,82,61,78,73,87,80,76,,"11,980","8,206",56.26,0,0.7,24.6,,Tommy Sternberg,,
GEN DC,Genmab A/s,0.07,Yes,O,82,58,94,59,41,29,66,,"12,635","12,505",66.14,0,35.7,43.8,,Kwesi Smith,,
CTEC LN,Convatec Group Plc,0.03,,,84,69,88,72,36,27,15,,"7,189","5,386",61.65,0,41.0,17.6,,,,
ORP FP,Orpea,0.03,,O,85,83,90,53,14,38,15,,"7,112","5,827",18.93,0,41.6,25.6,,Kwesi Smith,,
KORI FP,Korian,0.01,,N,86,93,72,28,63,59,50,,"2,814","1,580",7.39,0,14.1,21.7,,Kwesi Smith,,
SRT3 GR,Sartorius Ag Non Vtg Prf Npv,0.02,Yes,O,87,59,95,84,36,43,40,,"7,325","3,393",13.63,0,28.6,33.2,,Kwesi Smith,,
4587 JP,Peptidream Inc,0.02,,,90,55,97,88,50,9,91,,"3,782","2,188",33.53,0,21.7,73.2,,,,
ALM SM,Almirall Sa,0.00,,N,91,63,64,100,87,84,95,Yes,"1,659",549,10.76,0,-37.6,17.2,,Kwesi Smith,,
4565 JP,Sosei Group Corp,0.01,,N,92,70,94,64,95,78,96,,"1,409","1,260",38.42,0,-9.3,23.6,,Kwesi Smith,,
HSO AU,Healthscope Ltd,0.02,,N,94,85,70,92,92,74,49,Yes,"2,543","2,383",15.87,0,2.0,16.2,,Kwesi Smith,,
7779 JP,Cyberdyne Inc,0.01,,,100,100,96,90,82,4,100,,"2,779","1,228",9.65,0,-3.8,412.0,,,,
,,,,,45,43,55,46,35,57,41,,,,,,20.9,,,,,
HLAG GR,Hapag-Lloyd Ag,0.01,,,,,,,,,,,"7,346","2,467",,,,,,,,
AER,Aercap Holdings Nv,0.05,,,,,,,,,,,"7,913","6,409",,,,,,,,
AC CN,Air Canada,0.01,,,1,20,6,2,18,49,87,,"5,171","5,151",36.14,0,28.8,4.9,,,,
IAG LN,Intl Consolidated Airline-Di,0.05,,,1,31,9,2,6,32,69,,"16,267","12,935",97.92,0,45.5,6.4,,,,
1812 JP,Kajima Corp,0.05,,,1,28,6,3,24,73,81,,"9,745","8,243",45.16,0,26.3,10.8,,,,
AF FP,Air France-Klm,0.01,,NO,1,35,5,3,3,34,92,,"4,455","3,653",77.98,0,149.6,5.1,,Quant Intl,,
QAN AU,Qantas Airways Ltd,0.03,,N,1,29,8,4,6,45,73,,"8,267","8,229",52.56,0,80.0,9.6,,Anil Daka,,
LHA GR,Deutsche Lufthansa-Reg,0.04,,N,1,29,1,2,1,60,84,,"11,552","11,216",161.69,0,72.0,6.2,,Quant Intl,,
6479 JP,Minebea Mitsumi Inc,0.04,,O,1,14,49,1,4,44,69,,"7,207","6,742",59.00,0,77.0,14.2,,Anil Daka,,
1801 JP,Taisei Corp,0.07,Yes,O,2,9,12,11,14,40,76,,"11,379","10,196",50.36,0,37.9,12.0,,Alaina Anderson,,
LIGHT NA,Philips Lighting Nv,0.02,,NO,2,20,7,25,9,76,61,,"5,461","3,184",31.07,0,56.6,12.0,,Anil Daka,,
1802 JP,Obayashi Corp,0.05,,,3,31,10,17,19,81,83,,"8,536","7,715",33.52,0,26.5,9.5,,,,
HAS LN,Hays Plc,0.02,,N,3,16,28,6,22,41,46,,"3,154","3,142",12.46,0,20.1,16.3,,Taylor Cope,,
RHM GR,Rheinmetall Ag,0.03,,N,3,27,23,9,8,48,41,,"4,529","4,300",26.49,0,50.9,13.8,,Anil Daka,,
RMG LN,Royal Mail Plc,0.03,,,4,28,2,35,80,67,58,,"5,086","4,524",37.24,0,-5.4,9.8,,,,
FI/N SW,Fischer (Georg)-Reg,0.03,,N,4,20,48,4,13,73,38,,"4,730","4,689",26.90,0,39.7,17.0,,Taylor Cope,,
9364 JP,Kamigumi Co Ltd,0.01,,,5,29,24,9,26,70,2,,"3,067","2,423",8.01,0,12.5,17.2,,,,
6370 JP,Kurita Water Industries Ltd,0.02,,N,5,22,45,6,8,83,19,,"3,330","3,007",9.42,0,32.3,23.9,,Taylor Cope,,
YZJSGD SP,Yangzijiang Shipbuilding,0.01,,NO,5,37,17,14,6,86,73,,"4,349","2,415",18.60,0,76.1,14.1,,Quant Intl,,
ACS SM,Acs Actividades Cons Y Serv,0.06,,,6,32,20,18,8,77,52,,"12,029","9,775",43.69,0,25.7,12.3,,,,
6503 JP,Mitsubishi Electric Corp,0.18,,N,6,19,32,7,50,64,38,,"32,423","29,392",83.17,0,11.2,13.4,,Andrew Siepker,,
SAF FP,Safran Sa,0.18,Yes,O,7,8,51,12,5,57,44,,"41,108","34,556",151.25,0,31.8,18.5,,Andrew Siepker,,
DFDS DC,Dfds A/s,0.01,,N,7,13,33,13,35,42,51,,"3,278","1,918",8.21,0,23.8,11.4,,Taylor Cope,,
