SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
2193 JP,Cookpad Inc,,N,76,13,79,99,73,14,,Yes,758,381,7.20,0,-7.9,22.7,,Rita Spitz,,
GLOB,Globant Sa,,O,76,59,80,70,39,,45,,"1,368",928,13.61,0,37.1,25.3,,Drew Buckley,,
SOTL IN,Sterlite Technologies Ltd,,NO,77,78,98,9,3,23,70,,"1,332",533,7.26,0,137.6,22.6,,Greg Scolaro,,
3406 TT,Genius Electronic Optical Co Ltd,,NO,77,80,82,,5,,,,"1,340",813,87.87,0,222.2,,,Greg Scolaro,,
354 HK,Chinasoft International Ltd,,NO,79,90,69,30,27,7,63,,"1,304","1,097",6.90,0,17.6,11.9,,Drew Buckley,,
VSI MK,Vs Industry Bhd,,N,80,86,62,78,5,13,55,,646,404,2.00,0,67.9,14.3,,Greg Scolaro,,
AIXA GR,Aixtron Se,,NO,80,94,50,51,16,92,100,,991,893,20.09,0,164.2,122.6,,Drew Buckley,,
FN,Fabrinet,,N,80,73,53,87,59,59,58,,"1,379","1,341",23.24,0,11.8,9.7,,Drew Buckley,,
3938 JP,Line Corp,,O,81,44,93,72,65,7,95,,"7,694","1,194",23.73,0,2.8,44.9,,William Benton,,
6414 TT,Ennoconn Corp,,N,83,67,93,34,77,21,67,,"1,127",583,13.69,0,19.9,20.6,,Greg Scolaro,,
IRE AU,Iress Ltd,,N,83,40,81,100,30,59,34,Yes,"1,608","1,005",4.39,0,24.4,22.8,,Drew Buckley,,
009150 KS,Samsung Electro-Mechanics Co Ltd,,N,84,93,88,22,9,17,81,,"6,528","4,011",77.20,0,94.7,19.2,,Drew Buckley,,
ULTI,Ultimate Software Group Inc/the,Yes,N,85,7,96,100,37,29,38,Yes,"5,934","5,618",69.00,0,24.6,45.3,,Drew Buckley,,
6510 TT,Chunghwa Precision Test Tech Co Ltd,,N,86,13,100,96,32,6,21,Yes,"1,357",560,19.61,0,27.8,32.5,,Drew Buckley,,
AMS SW,Ams Ag,Yes,N,86,74,99,48,2,12,83,,"5,839","5,029",69.77,0,151.4,19.8,,Drew Buckley,,
7974 JP,Nintendo Co Ltd,,O,86,86,99,11,12,41,90,,"46,703","38,863","1,031.06",0,63.1,25.7,,Drew Buckley,,
035720 KS,Kakao Corp,,NO,88,70,97,67,18,12,68,,"6,905","3,864",64.17,0,55.2,48.7,,Drew Buckley,,
GDS,Gds Holdings Ltd,,NO,94,94,92,,45,,,,854,854,1.15,0,10.8,,,Greg Scolaro,,
981 HK,Semiconductor Manufacturing International Corp,,N,94,89,68,95,69,26,85,Yes,"4,243","3,426",28.46,0,-31.4,17.2,,Drew Buckley,,
LINX3 BZ,Linx Sa,,O,95,82,89,91,68,31,50,,962,692,3.48,0,3.4,25.8,,Greg Scolaro,,
002179 CH,Avic Jonhon Optronictechnology Co Ltd,,N,96,74,99,78,53,17,40,,"3,967","1,656",29.63,0,27.1,23.4,,Anil Daka,,
6462 TT,Egis Technology Inc,,NO,97,96,85,71,80,1,,Yes,619,491,18.78,0,-8.0,12.5,,Greg Scolaro,,
877 HK,O-Net Technologies Group Ltd,,N,97,99,80,70,43,21,72,,512,246,3.14,0,36.0,12.5,,Greg Scolaro,,
,,,,43,38,51,48,48,54,49,,,,,,21.5,,,,,
SODA TI,Soda Sanayii As,,O,1,14,7,14,14,68,67,,"1,346",528,4.74,0,34.7,7.7,,Bryan Shea,,
338 HK,Sinopec Shanghai Petrochemical Co Ltd,,NO,1,9,2,7,70,57,90,,"9,504","2,103",7.56,0,11.8,8.7,,William DeAllaume,,
1305 TT,China General Plastics Corp,,N,1,43,6,1,34,42,84,,590,360,3.05,0,36.6,10.0,,Bryan Shea,,
4042 JP,Tosoh Corp,,NO,2,20,20,14,4,77,78,,"7,051","6,342",57.24,0,65.4,10.1,,Quant Intl,,
3405 JP,Kuraray Co Ltd,,N,3,23,21,13,12,43,35,,"6,718","6,501",26.72,0,29.2,14.9,,William DeAllaume,,
1COV GR,Covestro Ag,Yes,O,3,20,23,5,45,55,84,,"15,966","8,023",75.29,0,15.8,12.2,,William DeAllaume,,
HPG VN,Hoa Phat Group Jsc,Yes,O,3,26,4,26,45,40,45,,"2,219","1,307",5.77,0,20.7,6.6,,Bryan Shea,,
EREGL TI,Eregli Demir Ve Celik Fabrikalari Tas,,NO,4,25,17,16,13,32,87,,"8,176","3,573",35.34,0,64.3,10.6,,William DeAllaume,,
TX,Ternium Sa,,N,5,42,11,12,18,70,74,,"5,709","5,709",10.30,0,31.0,9.1,,William DeAllaume,,
4202 JP,Daicel Corp,Yes,N,6,15,10,48,45,84,23,,"4,416","3,656",20.69,0,19.3,11.2,,William DeAllaume,,
4272 JP,Nippon Kayaku Co Ltd,,N,6,29,45,2,23,88,26,,"2,870","2,423",11.00,0,14.4,17.2,,Taylor Cope,,
AVY,Avery Dennison Corp,,N,6,15,60,2,28,47,25,,"8,237","8,189",54.10,0,32.4,17.4,,William DeAllaume,,
4401 JP,Adeka Corp,,N,7,42,7,19,39,74,40,,"1,738","1,421",4.00,0,13.9,11.4,,Quant Intl,,
AKE FP,Arkema Sa,Yes,O,7,34,25,8,28,32,46,,"8,475","7,977",48.40,0,17.9,12.7,,William DeAllaume,,
RIO,Rio Tinto Plc,Yes,N,7,24,16,27,43,86,72,,"83,715","48,672",139.62,0,24.6,13.7,,William DeAllaume,,
4182 JP,Mitsubishi Gas Chemical Co Inc,,NO,8,38,39,3,14,79,79,,"5,833","4,724",22.45,0,35.7,11.8,,William DeAllaume,,
5423 JP,Tokyo Steel Manufacturing Co Ltd,,NO,8,25,29,12,51,56,83,,"1,345",964,11.98,0,10.4,8.8,,Quant Intl,,
914 HK,Anhui Conch Cement Co Ltd,Yes,O,8,27,31,9,42,43,50,,"18,984","4,270",32.05,0,38.3,10.4,,William DeAllaume,,
011170 KS,Lotte Chemical Corp,Yes,N,8,29,14,20,65,22,77,,"12,016","4,384",51.57,0,5.9,6.5,,William DeAllaume,,
4203 JP,Sumitomo Bakelite Co Ltd,,NO,8,45,17,14,7,30,67,,"1,774","1,267",6.77,0,30.3,13.5,,Taylor Cope,,
PETKM TI,Petkim Petrokimya Holding As,,N,9,48,19,6,28,26,96,,"2,689","1,318",46.40,0,87.5,13.3,,Bryan Shea,,
010130 KS,Korea Zinc Co Ltd,,N,9,26,24,7,86,56,28,,"8,338","4,017",21.33,0,11.6,12.0,,William DeAllaume,,
PTTGC TB,Ptt Global Chemical Pcl,,O,9,38,10,24,45,60,46,,"10,028","3,123",21.89,0,25.9,10.2,,William DeAllaume,,
MNDI LN,Mondi Plc,,N,9,11,41,21,15,54,22,,"13,082","9,892",57.44,0,29.8,14.1,,William DeAllaume,,
LYB,Lyondellbasell Industries Nv,,N,9,4,14,41,71,96,15,,"35,136","28,589",209.20,0,6.9,9.8,,William DeAllaume,,
4205 JP,Zeon Corp,,NO,10,25,27,21,42,65,55,,"2,981","1,951",16.12,0,14.1,11.7,,Quant Intl,,
003670 KS,Posco Chemtech Co Ltd,,N,11,36,30,19,12,22,52,,"1,331",465,11.56,0,88.4,14.3,,Bryan Shea,,
4061 JP,Denka Co Ltd,,N,11,40,28,9,27,37,45,,"2,840","2,746",11.04,0,24.9,12.6,,Taylor Cope,,
4188 JP,Mitsubishi Chemical Holdings Corp,,N,11,46,17,24,10,83,72,,"13,245","12,223",53.24,0,30.4,9.2,,William DeAllaume,,
6988 JP,Nitto Denko Corp,,N,12,15,72,3,34,45,51,,"15,290","14,060",59.26,0,14.6,17.8,,William DeAllaume,,
SCC TB,Siam Cement Pcl/the,,N,12,17,19,41,72,84,33,,"17,756","9,076",26.15,0,10.5,10.9,,William DeAllaume,,
LNZ AV,Lenzing Ag,,N,12,14,50,17,24,51,60,,"4,531","2,085",12.87,0,44.6,14.0,,William DeAllaume,,
EFERT PA,Engro Fertilizers Ltd,,N,12,16,7,59,93,77,67,,739,322,1.47,0,-13.5,8.2,,Bryan Shea,,
WOR,Worthington Industries Inc,,N,12,11,34,18,67,65,75,,"3,121","2,179",17.22,0,7.6,13.9,,William DeAllaume,,
4183 JP,Mitsui Chemicals Inc,,N,13,53,20,10,21,89,80,,"6,053","5,134",40.77,0,26.5,9.7,,Quant Intl,,
SMDS LN,Ds Smith Plc,,N,13,22,32,36,38,68,15,,"6,524","6,161",31.37,0,26.8,14.3,,William DeAllaume,,
DGKC PA,Dg Khan Cement Co Ltd,,N,13,21,15,,74,65,46,,646,336,3.60,0,-15.4,7.2,,Bryan Shea,,
CSR AU,Csr Ltd,,N,13,12,6,82,70,88,67,Yes,"1,699","1,690",12.10,0,-1.6,14.1,,Taylor Cope,,
1326 TT,Formosa Chemicals & Fibre Corp,,N,14,36,19,17,72,93,67,,"17,954","9,718",21.01,0,6.8,13.1,,William DeAllaume,,
CEY LN,Centamin Plc,,N,14,10,17,63,55,13,68,,"2,286","2,186",25.94,0,35.6,15.2,,Quant Intl,,
5122 JP,Okamoto Industries Inc,,O,14,16,32,37,48,64,39,,"1,027",687,4.48,0,18.6,13.0,,Taylor Cope,,
NDA GR,Aurubis Ag,,NO,14,49,18,40,3,33,68,,"3,899","2,927",27.19,0,53.3,13.8,,Quant Intl,,
CRIN IN,Coromandel International Ltd,,N,15,48,64,2,3,20,58,,"1,915",697,1.50,0,59.9,16.6,,Bryan Shea,,
4185 JP,Jsr Corp,,N,15,44,34,6,47,87,55,,"4,227","3,565",23.04,0,9.9,14.9,,William DeAllaume,,
3407 JP,Asahi Kasei Corp,Yes,O,15,35,35,22,17,67,42,,"16,032","15,181",41.48,0,30.0,14.0,,William DeAllaume,,
CCK,Crown Holdings Inc,,N,15,28,40,15,49,71,6,,"7,728","7,578",38.02,0,12.0,12.7,,William DeAllaume,,
SHW,Sherwin-Williams Co/the,Yes,N,15,16,78,4,24,24,27,,"31,669","27,748",233.18,0,28.1,18.9,,Vivian Lin Thurston,,
GRNG SS,Granges Ab,,O,16,47,19,9,73,96,6,,827,745,3.90,0,18.8,10.9,,Taylor Cope,,
SKG ID,Smurfit Kappa Group Plc,Yes,O,16,26,19,64,29,52,23,,"7,027","6,956",21.68,0,33.9,11.0,,William DeAllaume,,
EMN,Eastman Chemical Co,,N,16,30,33,30,26,65,9,,"12,190","11,114",89.32,0,11.8,10.4,,William DeAllaume,,
PKG,Packaging Corp Of America,,N,16,19,68,18,13,42,20,,"10,265","10,138",123.35,0,31.1,16.4,,William DeAllaume,,
PCHEM MK,Petronas Chemicals Group Bhd,,N,17,21,52,15,65,55,42,,"13,455","2,452",9.74,0,6.0,15.8,,William DeAllaume,,
546 HK,Fufeng Group Ltd,,N,17,39,5,72,62,31,83,,"1,546",991,3.10,0,24.6,5.7,,Bryan Shea,,
SYNT LN,Synthomer Plc,,O,17,30,59,11,18,71,43,,"2,070","1,653",4.97,0,37.3,15.1,,Taylor Cope,,
KIO SJ,Kumba Iron Ore Ltd,,N,18,1,16,74,65,89,80,,"4,737",652,8.78,0,26.5,12.0,,Bryan Shea,,
4063 JP,Shin-Etsu Chemical Co Ltd,Yes,O,18,18,69,16,23,38,34,,"37,587","36,183",99.93,0,17.2,17.2,,William DeAllaume,,
SOLB BB,Solvay Sa,,N,20,43,35,27,10,60,44,,"15,346","10,633",54.62,0,25.0,14.1,,William DeAllaume,,
UPM FH,Upm-Kymmene Oyj,,N,20,35,21,55,27,69,63,,"14,317","13,530",61.26,0,17.2,13.6,,William DeAllaume,,
4217 JP,Hitachi Chemical Co Ltd,Yes,O,21,35,31,38,29,48,35,,"5,675","2,692",17.61,0,15.6,12.6,,William DeAllaume,,
BAS GR,Basf Se,Yes,O,22,25,41,34,57,68,24,,"88,889","88,843",444.55,0,3.8,14.0,,William DeAllaume,,
OZL AU,Oz Minerals Ltd,,NO,22,42,31,10,80,54,89,,"2,090","2,079",16.94,0,15.8,26.0,,Taylor Cope,,
CAP CI,Cap Sa,,NO,22,64,20,7,54,37,92,,"1,573",742,5.84,0,43.6,13.6,,Bryan Shea,,
MIN AU,Mineral Resources Ltd,,NO,23,28,27,41,80,69,70,,"2,224","1,808",15.56,0,12.1,11.6,,Quant Intl,,
JMAT LN,Johnson Matthey Plc,Yes,O,23,28,25,36,92,83,11,,"6,977","6,975",47.04,0,-4.9,12.3,,William DeAllaume,,
BRG NO,Borregaard Asa,,N,23,18,60,47,15,55,21,,"1,214","1,157",2.58,0,31.1,14.4,,Taylor Cope,,
SBM AU,St Barbara Ltd,,NO,23,4,16,83,74,80,67,,"1,147","1,136",11.37,0,46.3,7.5,,Quant Intl,,
468 HK,Greatview Aseptic Packaging Co Ltd,,N,23,10,14,90,61,65,25,,815,428,4.67,0,17.4,15.0,,Bryan Shea,,
RIO AU,Rio Tinto Ltd,Yes,N,24,24,24,67,63,88,73,,"83,794","21,746",125.55,0,22.8,14.2,,William DeAllaume,,
CBT,Cabot Corp,,N,24,27,41,32,62,68,18,,"3,228","2,792",19.32,0,9.0,13.8,,William DeAllaume,,
VCT LN,Victrex Plc,Yes,O,25,4,68,24,39,73,11,,"2,284","2,198",10.77,0,10.7,17.8,,Taylor Cope,,
006650 KS,Korea Petrochemical Ind Co Ltd,,N,26,45,21,31,72,40,81,,"1,559",696,13.78,0,-4.5,5.2,,Bryan Shea,,
WRK,Westrock Co,Yes,N,26,44,35,29,32,33,35,,"13,927","13,777",72.76,0,14.6,15.0,,William DeAllaume,,
APD,Air Products & Chemicals Inc,,N,26,9,74,13,62,95,3,,"31,811","31,746",175.64,0,1.1,21.1,,William DeAllaume,,
1301 TT,Formosa Plastics Corp,,NO,27,46,46,12,48,91,65,,"19,542","12,892",15.82,0,14.8,14.7,,William DeAllaume,,
051910 KS,Lg Chem Ltd,Yes,O,27,32,39,47,40,24,56,,"22,600","13,308",76.87,0,33.2,13.4,,William DeAllaume,,
TASCO TB,Tipco Asphalt Pcl,,N,27,16,30,72,70,65,88,,"1,070",332,10.37,0,27.4,10.0,,Bryan Shea,,
BILL SS,Billerudkorsnas Ab,Yes,N,28,23,22,74,83,64,42,,"3,260","2,580",14.73,0,-1.3,12.4,,William DeAllaume,,
AMC AU,Amcor Ltd/australia,,NO,29,12,63,32,63,72,16,,"14,793","14,588",46.24,0,15.8,17.4,,William DeAllaume,,
CRBN NA,Corbion Nv,,N,30,24,52,59,30,86,50,,"1,804","1,629",13.56,0,22.8,17.0,,Taylor Cope,,
GRASIM IN,Grasim Industries Ltd,,O,30,36,37,62,16,52,51,,"11,421","8,660",31.06,0,31.3,12.0,,William DeAllaume,,
LUCK PA,Lucky Cement Ltd,,N,30,4,33,74,70,54,49,,"1,850","1,032",4.72,0,-18.6,10.4,,Bryan Shea,,
NK FP,Imerys Sa,,NO,30,31,37,72,14,68,18,,"6,953","2,779",15.06,0,16.3,13.0,,William DeAllaume,,
VALE3 BZ,Vale Sa,,N,31,66,9,41,61,55,82,,"53,406","30,813",66.49,0,26.0,6.0,,William DeAllaume,,
MLCF PA,Maple Leaf Cement Factory Ltd,,N,31,14,23,85,77,42,77,Yes,427,190,2.23,0,-10.8,7.2,,Bryan Shea,,
SEE,Sealed Air Corp,,N,31,17,70,17,83,74,64,,"8,646","8,544",87.89,0,-2.6,18.3,,William DeAllaume,,
HPOLB SS,Hexpol Ab,Yes,N,32,10,59,59,35,69,12,,"3,412","2,382",10.81,0,14.9,17.9,,William DeAllaume,,
ELM LN,Elementis Plc,,O,32,37,62,24,21,44,45,,"1,668","1,665",4.82,0,17.5,16.6,,Taylor Cope,,
CE,Celanese Corp,Yes,N,32,27,62,46,24,54,9,,"13,396","13,317",87.42,0,21.8,12.1,,William DeAllaume,,
SMG,Scotts Miracle-Gro Co/the,,N,32,17,64,39,60,66,12,,"5,577","4,038",43.73,0,1.2,20.6,,William DeAllaume,,
BLD AU,Boral Ltd,,N,33,51,36,23,56,66,46,,"6,484","6,432",24.13,0,44.9,17.8,,William DeAllaume,,
DLX AU,Duluxgroup Ltd,Yes,O,33,9,61,48,54,79,4,,"2,100","2,066",10.34,0,20.0,18.7,,Rita Spitz,,
BOL SS,Boliden Ab,Yes,O,33,23,42,75,45,57,70,,"9,097","8,817",85.89,0,22.4,12.8,,William DeAllaume,,
VVV,Valvoline Inc,,N,33,17,65,39,63,78,28,,"4,373","4,367",38.83,0,6.1,15.3,,William DeAllaume,,
BMS,Bemis Co Inc,,N,33,19,36,65,90,76,21,,"3,798","3,755",31.40,0,-9.9,15.3,,William DeAllaume,,
SYNN SW,Syngenta Ag,Yes,N,34,15,77,36,35,81,1,,"42,492",941,57.94,0,17.5,22.7,,William DeAllaume,,
GPK,Graphic Packaging Holding Co,,N,34,18,36,80,68,49,40,,"4,069","4,030",48.30,0,7.2,15.2,,William DeAllaume,,
STLD,Steel Dynamics Inc,,N,34,31,33,69,50,37,75,,"8,144","7,799",107.71,0,-0.3,11.3,,William DeAllaume,,
HZ IN,Hindustan Zinc Ltd,Yes,O,35,5,72,46,36,63,35,,"18,912","1,048",9.48,0,26.0,11.5,,William DeAllaume,,
SCAB SS,Svenska Cellulosa Ab Sca,,N,35,38,12,97,14,77,69,,"5,925","4,991",74.69,0,44.4,26.7,,Vivian Lin Thurston,,
PPG,Ppg Industries Inc,Yes,N,35,5,42,80,54,64,8,,"26,812","26,696",147.25,0,12.7,15.2,,William DeAllaume,,
ORA AU,Orora Ltd,,O,36,33,44,36,82,54,9,,"2,964","2,951",13.14,0,4.0,17.5,,Taylor Cope,,
FPE3 GR,Fuchs Petrolub Se,Yes,O,36,3,88,27,17,84,4,,"7,330","3,908",13.40,0,42.7,23.0,,Anil Daka,,
4021 JP,Nissan Chemical Industries Ltd,Yes,O,36,10,76,28,63,58,6,,"5,069","4,220",19.72,0,-0.2,19.1,,William DeAllaume,,
VEDL IN,Vedanta Ltd,,N,36,53,13,81,24,24,75,,"16,986","6,460",49.51,0,43.8,9.1,,William DeAllaume,,
ICL IT,Israel Chemicals Ltd,,N,38,26,49,67,53,97,65,,"5,652","2,268",5.63,0,18.7,12.2,,William DeAllaume,,
UPLL IN,Upl Ltd,Yes,O,38,30,81,31,10,14,21,,"6,310","4,459",15.97,0,43.1,15.5,,William DeAllaume,,
PE&OLES* MM,Industrias Penoles Sab De Cv,,N,38,34,52,26,84,15,70,,"10,184","3,166",6.73,0,35.4,13.5,,William DeAllaume,,
IP,International Paper Co,Yes,N,38,36,36,66,48,58,35,,"22,194","22,053",123.90,0,5.0,12.5,,William DeAllaume,,
5714 JP,Dowa Holdings Co Ltd,,N,39,48,30,46,63,79,52,,"2,345","2,036",15.74,0,6.3,9.0,,Taylor Cope,,
MT NA,Arcelormittal,,NO,40,93,9,5,51,71,90,,"26,737","16,341",335.34,0,16.5,9.2,,William DeAllaume,,
ATR,Aptargroup Inc,,N,40,13,78,52,29,60,3,,"5,151","5,039",23.47,0,13.4,22.4,,William DeAllaume,,
CRH ID,Crh Plc,Yes,O,41,32,41,72,55,44,39,,"28,991","28,976",59.62,0,1.9,13.8,,William DeAllaume,,
RALI IN,Rallis India Ltd,,NO,41,11,62,74,40,15,50,,691,248,0.85,0,35.8,18.3,,Bryan Shea,,
PX,Praxair Inc,Yes,N,41,11,79,46,38,75,2,,"37,975","37,903",165.26,0,14.3,21.1,,William DeAllaume,,
EVK GR,Evonik Industries Ag,Yes,O,42,46,31,57,62,82,31,,"15,196","4,824",50.63,0,17.4,13.0,,William DeAllaume,,
ACC IN,Acc Ltd,,N,42,23,94,11,34,30,70,,"5,239","2,066",11.89,0,39.0,28.0,,William DeAllaume,,
ACEM IN,Ambuja Cements Ltd,,N,42,20,85,34,40,35,69,,"8,457","2,560",10.11,0,35.3,33.2,,William DeAllaume,,
TECK/B CN,Teck Resources Ltd,,N,43,56,18,52,80,75,80,,"13,908","13,669",78.62,0,-8.9,10.9,,William DeAllaume,,
AKZA NA,Akzo Nobel Nv,,N,43,28,54,80,20,87,43,,"23,244","21,964",141.55,0,45.1,17.0,,William DeAllaume,,
4088 JP,Air Water Inc,,N,43,34,38,77,48,46,2,,"3,746","2,914",7.57,0,7.7,14.2,,William DeAllaume,,
SFR AU,Sandfire Resources Nl,,N,44,3,18,99,78,40,93,Yes,719,689,5.79,0,17.9,9.8,,Taylor Cope,,
SQM,Sociedad Quimica Y Minera De Chile Sa,Yes,O,44,12,94,21,25,80,52,,"10,629","4,122",31.54,0,44.4,38.3,,William DeAllaume,,
2314 HK,Lee & Man Paper Manufacturing Ltd,Yes,O,44,62,53,10,57,27,63,,"4,882","1,496",8.87,0,34.0,8.4,,William DeAllaume,,
CRDA LN,Croda International Plc,Yes,O,44,4,84,41,40,70,16,,"6,514","6,497",32.70,0,23.9,21.0,,William DeAllaume,,
MON,Monsanto Co,Yes,N,46,5,86,54,21,76,10,,"51,467","50,337",194.99,0,13.3,21.3,,William DeAllaume,,
EXP,Eagle Materials Inc,,N,46,26,72,39,70,32,34,,"4,329","4,157",46.66,0,-7.1,13.8,,William DeAllaume,,
HILS LN,Hill & Smith Holdings Plc,,O,47,24,78,55,34,60,8,,"1,323","1,316",3.71,0,20.4,16.9,,Taylor Cope,,
5706 JP,Mitsui Mining & Smelting Co Ltd,,N,47,80,72,3,5,53,78,,"2,932","2,829",40.39,0,72.6,12.0,,Taylor Cope,,
AI FP,Air Liquide Sa,,N,47,24,76,64,24,73,5,,"47,431","47,234",154.30,0,13.3,17.9,,William DeAllaume,,
GOAU4 BZ,Metalurgica Gerdau Sa,,NO,47,76,13,41,69,19,94,,"1,574","1,095",18.75,0,11.7,14.0,,Bryan Shea,,
ANTO LN,Antofagasta Plc,,N,47,46,68,30,28,52,80,,"12,318","4,321",53.99,0,49.8,21.9,,William DeAllaume,,
IFF,International Flavors & Fragrances Inc,Yes,N,47,19,84,38,62,71,4,,"10,730","10,693",58.55,0,14.1,21.6,,William DeAllaume,,
SON,Sonoco Products Co,,N,48,31,51,58,83,73,2,Yes,"4,761","4,664",25.96,0,-6.5,15.8,,William DeAllaume,,
SLGN,Silgan Holdings Inc,,N,48,54,62,31,22,46,4,,"3,308","2,254",14.35,0,19.6,15.6,,William DeAllaume,,
IVL TB,Indorama Ventures Pcl,Yes,N,50,67,53,14,53,81,63,,"5,919","1,735",19.29,0,19.9,13.2,,William DeAllaume,,
FNXP IN,Finolex Industries Ltd,,O,50,23,83,73,10,60,52,,"1,142",481,0.75,0,51.1,19.5,,Bryan Shea,,
AGU CN,Agrium Inc,,N,51,45,42,57,77,65,36,,"13,365","13,352",41.88,0,-13.3,16.7,,William DeAllaume,,
LUN CN,Lundin Mining Corp,Yes,O,51,60,56,24,48,15,91,,"5,407","5,355",33.94,0,26.6,22.4,,William DeAllaume,,
ESNT LN,Essentra Plc,,N,51,45,52,58,44,90,52,,"1,792","1,785",6.44,0,28.3,19.2,,William DeAllaume,,
NEU,Newmarket Corp,,N,51,6,85,57,38,88,15,,"5,024","3,914",16.83,0,10.2,18.6,,William DeAllaume,,
WCH GR,Wacker Chemie Ag,,NO,53,51,41,63,53,29,81,,"6,455","2,103",23.04,0,16.7,21.5,,William DeAllaume,,
ALPEKA MM,Alpek Sab De Cv,,N,53,49,10,92,93,82,68,Yes,"2,351",420,2.52,0,-1.0,10.9,,Bryan Shea,,
ECL,Ecolab Inc,Yes,N,53,18,86,62,35,45,3,,"38,048","34,122",109.83,0,13.2,24.3,,William DeAllaume,,
LHN VX,Lafargeholcim Ltd,,N,54,69,43,38,31,41,52,,"36,494","27,065",195.63,0,16.6,14.7,,William DeAllaume,,
004800 KS,Hyosung Corp,,O,54,64,17,79,55,33,70,,"4,894","2,248",23.82,0,21.3,7.9,,William DeAllaume,,
GIVN VX,Givaudan Sa,,N,55,12,78,73,58,78,26,,"18,631","15,725",108.32,0,10.9,23.6,,William DeAllaume,,
014680 KS,Hansol Chemical Co Ltd,,N,55,39,35,77,90,27,63,,787,508,5.87,0,-4.9,11.8,,Taylor Cope,,
CSTRL IN,Castrol India Ltd,Yes,O,55,1,81,68,59,63,19,,"2,991","1,201",5.09,0,13.6,25.0,,Anil Daka,,
MEXCHEM* MM,Mexichem Sab De Cv,Yes,O,55,58,68,17,57,29,68,,"5,742","2,928",9.23,0,26.5,13.1,,William DeAllaume,,
CLN VX,Clariant Ag,Yes,O,57,58,57,67,8,61,40,,"7,744","6,404",160.79,0,37.7,16.8,,William DeAllaume,,
7864 JP,Fuji Seal International Inc,,N,58,37,65,89,8,30,52,,"1,820","1,462",3.78,0,30.3,21.0,,Taylor Cope,,
RPM,Rpm International Inc,,N,58,24,56,92,66,49,9,Yes,"6,572","6,465",44.01,0,-1.4,15.2,,William DeAllaume,,
SMGR IJ,Semen Indonesia Persero Tbk Pt,,N,59,30,68,74,70,86,54,,"4,823","2,363",4.34,0,14.5,16.6,,William DeAllaume,,
BEKB BB,Bekaert Sa,,N,59,59,32,87,26,47,66,,"2,884","1,611",9.95,0,25.0,12.0,,Taylor Cope,,
963 HK,Bloomage Biotechnology Corp Ltd,,N,60,40,81,36,62,13,22,,684,336,1.59,0,26.2,13.3,,Richard Reznick,,
GLEN LN,Glencore Plc,Yes,O,60,73,34,57,40,31,82,,"64,404","54,921",260.31,0,28.0,14.5,,William DeAllaume,,
CHR DC,Chr Hansen Holding A/s,Yes,N,60,6,96,54,18,34,4,,"10,928","8,048",25.09,0,43.6,37.3,,William DeAllaume,,
HBM CN,Hudbay Minerals Inc,,N,60,74,23,60,65,6,91,,"1,964","1,960",22.35,0,15.2,12.1,,Taylor Cope,,
PGH AU,Pact Group Holdings Ltd,,N,61,22,54,94,83,62,26,Yes,"1,288",739,5.03,0,-4.6,13.1,,Taylor Cope,,
CEMEXCPO MM,Cemex Sab De Cv,Yes,O,61,69,28,66,65,31,78,,"13,394","13,394",31.53,0,25.2,14.7,,William DeAllaume,,
NZYMB DC,Novozymes A/s,Yes,O,62,2,92,66,45,69,3,,"15,186","10,661",34.94,0,35.3,27.5,,William DeAllaume,,
3402 JP,Toray Industries Inc,,N,62,54,53,60,67,66,42,,"14,688","13,399",43.46,0,11.6,14.8,,William DeAllaume,,
SI IN,Supreme Industries Ltd,,O,63,16,91,84,16,29,22,,"2,238","1,829",1.50,0,32.0,24.9,,Taylor Cope,,
UMI BB,Umicore Sa,,N,63,62,78,24,33,53,38,,"8,422","6,892",43.39,0,37.9,22.2,,William DeAllaume,,
FCX,Freeport-Mcmoran Inc,,NO,63,64,32,70,72,30,88,,"21,811","20,120",241.05,0,10.7,11.3,,William DeAllaume,,
JHX AU,James Hardie Industries Plc,Yes,N,64,10,81,81,83,60,44,Yes,"6,257","6,257",26.06,0,-0.5,19.9,,William DeAllaume,,
BLT LN,Bhp Billiton Plc,Yes,O,64,35,44,96,65,93,75,Yes,"103,856","37,784",255.56,0,13.8,15.5,,William DeAllaume,,
NEM,Newmont Mining Corp,,NO,64,44,83,25,81,83,84,,"19,464","19,398",168.40,0,9.1,29.6,,William DeAllaume,,
FUL,Hb Fuller Co,,N,64,49,66,66,46,49,17,,"2,553","2,533",12.42,0,7.8,16.9,,William DeAllaume,,
PI IN,Pi Industries Ltd,,N,65,16,89,71,70,45,22,Yes,"1,560",656,2.89,0,-2.6,19.4,,Bryan Shea,,
INTP IJ,Indocement Tunggal Prakarsa Tbk Pt,,N,65,13,78,91,63,90,61,,"5,463","2,677",3.06,0,21.7,22.9,,William DeAllaume,,
HUH1V FH,Huhtamaki Oyj,,O,65,36,55,87,78,61,32,,"4,232","3,435",19.32,0,7.1,15.4,,William DeAllaume,,
DD,Ei Du Pont De Nemours & Co,,N,65,63,89,15,21,66,19,,"72,037","71,966",170.84,0,16.0,19.9,,William DeAllaume,,
